"Time","week before switch to BST","first week after switch to BST","Christmas week","New Year week","mid Jan week","week with maximum Demand","spring week before switch to BST","Easter Week, first week of BST","May Bank Holiday","mid Summer Week","summer Holiday"
Fri 17:00,34.83987,33.9892,47.69433,50.48087,66.16647,76.20633,36.9603,23.80627,21.19233,34.9184,12.3119
Fri 17:30,91.07777,41.80683,52.5129,51.91687,81.80673,83.0654,41.40587,21.97053,22.0796,32.20643,12.28253
Fri 18:00,91.6678,37.17047,48.48873,50.16853,75.51253,74.83533,42.22557,19.9815,18.2123,23.97373,11.31183
Fri 18:30,89.6448,34.98907,55.1357,114.1095,83.19437,72.21163,53.16877,17.49453,18.6989,23.23613,9.780567
Fri 19:00,83.7049,33.02497,57.9847,110.5199,76.963,70.07637,51.7095,17.8912,17.9569,24.82023,10.01953
Fri 19:30,85.0311,32.3924,53.57047,110.8775,82.12453,76.53077,48.85837,16.64443,16.7147,24.53637,9.454733
Fri 20:00,83.0458,31.08963,50.75143,109.2014,82.92073,78.03407,44.03623,17.42643,16.58427,29.07183,9.6174
Fri 20:30,87.23313,27.6771,49.05217,106.6921,80.66673,72.5087,44.06933,19.7111,18.112,24.99723,10.75473
Fri 21:00,87.54973,27.80653,96.7722,106.7602,80.07117,68.94477,42.47683,23.90677,19.89077,20.61053,11.18627
Fri 21:30,78.62627,25.65077,96.5115,97.71077,65.61233,57.96187,31.87833,24.0362,20.4417,19.5087,10.29417
Fri 22:00,75.09727,27.64253,92.02473,95.2065,72.55923,59.9017,32.9677,20.27543,20.2502,22.2698,9.597167
Fri 22:30,76.8154,39.44727,93.69403,93.4518,67.3494,60.21803,29.51947,15.83503,17.8815,34.78107,10.48947
Fri 23:00,76.0505,40.6975,95.1803,88.48337,67.8139,67.62277,31.72467,17.40603,18.5946,38.53983,11.88353
Fri 23:30,87.1884,44.0351,99.5694,91.55013,62.0989,71.37047,33.71303,17.65857,21.83903,17.597,13.8008
Sat 00:00,43.5062,47.9543,102.3849,85.1968,59.73657,53.18667,34.4452,20.69383,22.66227,17.8463,14.48517
Sat 00:30,49.02417,46.60097,80.31357,62.23047,55.89433,53.51943,42.0669,27.14367,27.18077,17.21483,14.3273
Sat 01:00,52.39047,55.07563,62.07707,51.35313,49.1016,48.97133,50.55073,26.92247,25.34443,23.20253,22.0235
Sat 01:30,54.53387,47.45137,50.54883,59.06803,73.03807,71.43267,55.96583,34.78787,23.79427,27.30667,25.4395
Sat 02:00,49.63123,51.4508,69.03027,67.55993,110.4477,117.7391,60.82983,47.10387,24.52827,23.9852,19.21247
Sat 02:30,52.0868,40.17783,66.23117,68.70793,108.308,86.9161,55.3802,40.5396,32.57663,21.70367,16.7265
Sat 03:00,52.2768,39.6749,61.66997,54.3263,95.61713,87.32347,58.06847,32.23007,24.28887,19.29293,18.79723
Sat 03:30,51.1055,37.1025,74.51173,58.79593,94.5406,67.69283,55.54647,33.3929,32.975,22.1396,14.73587
Sat 04:00,38.1399,44.23033,75.9159,67.1298,87.11413,77.72593,48.70443,37.1483,31.7317,20.54337,23.5218
Sat 04:30,33.10247,37.72163,74.98677,59.2585,81.99703,63.7987,43.71493,32.1147,33.5786,17.4382,16.3411
Sat 05:00,31.78747,27.92477,88.1636,55.97637,76.16177,70.26253,50.40943,25.83633,27.43707,18.1983,13.62717
Sat 05:30,40.55883,30.46213,84.6725,59.78903,75.96553,67.42843,55.78253,20.1983,24.3953,21.0519,13.1365
Sat 06:00,42.76743,30.5842,71.08823,59.2272,78.07047,68.3113,49.2179,25.8648,22.1285,23.35283,10.04663
Sat 06:30,35.60807,34.11673,73.9348,56.1285,69.28227,68.41483,50.61263,24.58617,22.74853,18.80037,14.0473
Sat 07:00,39.48713,37.2328,72.15703,55.3214,80.81637,69.10063,48.6646,19.95543,20.97663,20.08047,17.1668
Sat 07:30,46.90947,38.84657,63.557,55.70283,85.36993,66.96493,46.77227,21.65047,21.6595,22.30133,14.733
Sat 08:00,49.95757,35.54223,60.85153,52.55973,57.54323,62.06867,44.75377,25.58643,20.60927,19.8689,14.99103
Sat 08:30,45.31213,33.4784,56.81717,50.715,73.35733,69.8509,43.5877,23.75167,22.111,20.5337,14.25967
Sat 09:00,49.39363,47.3571,56.9401,49.2327,118.558,102.3624,40.3398,34.2452,31.32233,23.0151,20.21057
Sat 09:30,60.8576,50.49313,61.4656,61.71157,102.8249,99.6686,53.5965,41.082,27.94737,27.65953,18.87397
Sat 10:00,61.89007,52.79087,63.4631,84.09093,105.8291,84.56727,49.56387,36.6972,29.67583,25.00973,21.08547
Sat 10:30,67.4822,60.3591,79.3938,90.6391,102.0363,70.85453,63.32273,36.74303,33.72587,21.75277,17.6629
Sat 11:00,69.7762,63.32413,76.91073,99.96753,78.5325,80.24947,69.34387,44.34513,26.7758,,20.50287
Sat 11:30,76.33743,66.1635,83.814,96.25603,79.2516,88.27277,65.3646,32.15833,33.32953,29.14017,17.07497
